Customer_ID,Name,Age,Gender,Annual_Income,Credit_Score,Total_Debt,Employment_Status
C00023446,Clinton Reed,23,Female,177035.37,397,44704.45,Self-Employed
C00023447,Elizabeth Bradford,44,Female,141638.07,656,18584.33,Self-Employed
C00023448,Jamie Hart,40,Female,114656.75,548,31803.87,Self-Employed
C00023449,Rachel Townsend,64,Male,169595.07,624,42845.86,Unemployed
C00023450,Erica Parrish,48,Female,195713.41,416,49457.4,Unemployed
C00023451,Lori Barton,29,Female,93691.89,760,34549.29,Unemployed
C00023452,Brooke Robinson,38,Male,83551.02,827,14387.38,Employed
C00023453,Madison Griffin,69,Male,155646.6,627,49052.02,Self-Employed
C00023454,Benjamin Mitchell,19,Female,101829.0,407,30823.83,Employed
C00023455,Jordan Olson,22,Male,35438.4,820,49591.49,Self-Employed
C00023456,Raymond Arellano,26,Male,83794.69,781,13298.39,Self-Employed
C00023457,Tonya Lee,37,Female,165553.78,351,37453.28,Self-Employed
C00023458,Kaitlyn Johnson,63,Male,147204.95,436,19248.0,Employed
C00023459,Cindy Perez,35,Female,175311.87,749,31647.58,Retired
C00023460,Tyler Lewis,39,Male,46392.78,601,31909.76,Retired
C00023461,Lauren Perry,25,Male,63905.89,819,10304.17,Self-Employed
C00023462,Susan Cox,51,Male,58652.35,814,45819.77,Unemployed
C00023463,Tina Patel,26,Female,194839.91,800,41268.46,Self-Employed
C00023464,Cody Davis,24,Female,50406.39,457,5991.12,Unemployed
C00023465,Natalie Holden,47,Female,127627.41,466,42107.78,Unemployed
C00023466,Alison Taylor PhD,35,Female,133924.45,476,25424.83,Retired
C00023467,Robert Mcbride,44,Female,131400.82,516,37021.27,Unemployed
C00023468,Tammie Jones,33,Female,144499.35,655,10671.33,Employed
C00023469,Brett Daniels,38,Male,107105.9,790,49825.98,Employed
C00023470,Heather Jefferson,22,Male,35063.89,523,22691.7,Self-Employed
C00023471,Beth Whitehead,46,Female,146222.5,696,37883.92,Retired
C00023472,Jeff Beard,64,Male,70598.88,375,42682.56,Self-Employed
C00023473,Kelly Robinson,54,Female,33656.95,396,10927.6,Unemployed
C00023474,Julie Swanson,60,Female,50561.48,652,32001.36,Self-Employed
C00023475,Tara Silva,39,Male,71699.53,724,26552.0,Unemployed
C00023476,Olivia Simpson,31,Male,97839.12,815,796.12,Unemployed
C00023477,David Clark,36,Female,175038.24,827,15033.24,Employed
C00023478,Michelle Peters,52,Female,116570.46,804,5864.68,Self-Employed
C00023479,Mr. George Johnson,41,Male,104954.11,616,20419.1,Employed
C00023480,Wayne Fernandez,59,Male,54426.4,473,13962.07,Unemployed
C00023481,Michael Hendrix,23,Male,192667.29,711,49603.46,Self-Employed
C00023482,Carlos Wilson,20,Female,183532.87,371,48563.03,Employed
C00023483,Christine Haynes,51,Female,166893.9,465,30037.96,Retired
C00023484,Monica Ruiz,62,Female,78167.22,424,21072.98,Unemployed
C00023485,Timothy Hunter DVM,67,Female,121092.97,733,44106.09,Self-Employed
C00023486,Phillip Carpenter,19,Female,89992.46,380,29689.76,Unemployed
C00023487,Peter Becker,32,Male,92524.55,830,14002.94,Retired
C00023488,Matthew Gates,54,Female,32983.64,404,40491.35,Employed
C00023489,Christopher Murray,32,Female,45208.02,747,16410.07,Self-Employed
C00023490,Andrew Butler,49,Female,193010.38,524,14217.65,Self-Employed
C00023491,Andrea Stone,38,Male,129815.09,570,43178.87,Employed
C00023492,Kim Johnson,34,Female,21135.73,360,10638.35,Employed
C00023493,Kelly Miller DVM,51,Male,165653.47,844,10738.22,Unemployed
C00023494,Stephanie Ward,49,Female,35667.49,507,45200.31,Employed
C00023495,Laura Simmons,67,Female,147468.04,596,37144.74,Unemployed
C00023496,Mary Johnson,64,Male,131752.82,426,6208.38,Unemployed
C00023497,David Dennis,69,Male,31331.23,412,1200.33,Retired
C00023498,Tiffany Kaufman,40,Female,115569.05,762,9196.18,Self-Employed
C00023499,Sarah Calderon,52,Male,28538.36,366,49780.94,Unemployed
C00023500,Danny Hill,54,Male,31590.15,740,45843.13,Employed
C00023501,Lisa Garcia,60,Male,29212.19,410,11643.27,Self-Employed
C00023502,Monica Cooley,58,Female,65979.42,527,28468.45,Retired
C00023503,Michael Cowan,54,Female,164318.47,547,28639.99,Self-Employed
C00023504,Jasmine Sheppard,50,Female,85241.85,368,38537.67,Employed
C00023505,Charles Russo,42,Female,135116.88,347,16834.47,Employed
C00023506,Elizabeth Leon,63,Male,42472.82,364,3440.42,Employed
C00023507,Zachary Young PhD,54,Female,187915.65,355,25237.68,Unemployed
C00023508,Michael Warren,57,Male,110763.34,433,15715.73,Self-Employed
C00023509,Billy Schmidt,38,Female,24427.08,770,39984.95,Retired
C00023510,Cynthia Palmer,63,Female,116733.2,730,13351.51,Employed
C00023511,Eric Phillips,65,Male,53215.42,348,20252.36,Retired
C00023512,Richard Callahan,55,Female,55246.96,360,8777.6,Unemployed
C00023513,Ashley Webb,57,Female,128067.41,308,1661.15,Unemployed
C00023514,Tyler Vincent,51,Female,60749.03,380,2923.07,Retired
C00023515,Christopher Gutierrez,36,Male,58516.59,465,45733.29,Retired
C00023516,Douglas Reeves,44,Female,117372.77,336,3737.67,Self-Employed
C00023517,Sarah Benson,26,Male,62382.7,370,22318.13,Self-Employed
C00023518,Melanie Harris,22,Male,39892.27,327,24083.42,Employed
C00023519,Katherine Nicholson,22,Female,93486.24,522,39441.04,Retired
C00023520,Kimberly Figueroa,42,Female,29359.72,655,1523.06,Employed
C00023521,Paula Carter,43,Female,182958.16,686,26567.21,Unemployed
C00023522,Rebecca Butler,36,Female,101276.73,371,37899.31,Employed
C00023523,Henry Vargas,47,Male,22357.04,636,81.74,Employed
C00023524,Steven Smith,53,Male,60437.38,626,11798.95,Self-Employed
C00023525,Heather Watson,65,Female,192407.21,756,14382.98,Self-Employed
C00023526,Xavier Rivera,65,Female,109350.36,800,24825.05,Employed
C00023527,Brian Watkins,33,Female,84600.14,650,30566.5,Retired
C00023528,Jose Mitchell,24,Male,76720.07,411,2810.3,Self-Employed
C00023529,Nina Dillon,35,Female,95054.72,848,41795.31,Self-Employed
C00023530,Amber Rios,38,Female,58117.59,447,40993.0,Self-Employed
C00023531,Joshua Mclaughlin,48,Female,154842.87,690,45991.4,Self-Employed
C00023532,Dominique Thompson,18,Male,111494.94,329,42411.03,Self-Employed
C00023533,Kimberly Duncan,20,Male,155258.06,566,6126.69,Employed
C00023534,Laurie Johnson,48,Female,65788.71,589,28756.69,Unemployed
C00023535,Thomas Hopkins,42,Male,20261.44,411,2875.68,Retired
C00023536,Danielle Larsen,25,Female,193921.22,748,40128.48,Employed
C00023537,Jason Mata,18,Female,112171.9,789,48800.57,Self-Employed
C00023538,Nathan Brown,24,Male,34353.06,795,8284.16,Self-Employed
C00023539,Craig Thomas,24,Female,38675.22,347,31105.33,Unemployed
C00023540,Derek Hill,25,Male,98242.07,703,36521.09,Employed
C00023541,Jessica Mora,36,Male,145147.56,403,7707.24,Employed
C00023542,Michael Brown,34,Female,91395.53,694,10845.17,Employed
C00023543,Jessica Irwin,28,Female,167627.45,525,18657.12,Employed
C00023544,Thomas Hines,64,Female,79230.71,672,9217.37,Retired
C00023545,Laura Clark,58,Female,28208.97,779,16081.21,Employed
C00023546,Michael Rowe,66,Female,21492.41,833,49988.28,Unemployed
C00023547,Perry Walker,28,Male,174699.97,313,46978.97,Unemployed
C00023548,Julie Cruz,55,Male,197203.21,613,194.49,Employed
C00023549,Brandi Jones,58,Male,43903.79,686,38838.25,Unemployed
C00023550,David Walker,67,Male,31167.34,574,29842.42,Employed
C00023551,Kristina Webb,69,Male,184593.38,793,39439.96,Self-Employed
C00023552,Jill Cain,19,Female,38136.15,438,24277.53,Unemployed
C00023553,Jillian Martinez,21,Male,61112.75,400,20476.84,Self-Employed
C00023554,Natalie Swanson,67,Female,164296.48,814,244.53,Employed
C00023555,Madison Morse,45,Female,199637.18,460,18443.63,Retired
C00023556,John Romero,50,Male,107482.5,761,35304.81,Retired
C00023557,Charles Mason PhD,28,Male,57938.74,790,40339.82,Self-Employed
C00023558,William Long,20,Male,172589.24,842,5993.56,Unemployed
C00023559,Bryan Cross,57,Female,90976.07,635,3681.68,Self-Employed
C00023560,Andrea Kelley,22,Female,69075.61,372,41090.63,Retired
C00023561,Spencer Walker,69,Female,108274.98,368,15874.83,Retired
C00023562,William Rodgers,38,Male,174043.69,381,42057.86,Self-Employed
C00023563,Nicholas Glenn,39,Female,61940.15,519,49358.46,Employed
C00023564,Mindy Noble,54,Female,96290.22,382,7956.41,Self-Employed
C00023565,Jason Wilson,28,Male,99963.86,438,13677.21,Retired
C00023566,Laura Williamson,61,Female,169897.56,759,38121.83,Retired
C00023567,Jacob Miller,39,Female,141680.93,446,18150.02,Self-Employed
C00023568,Dawn Davis,58,Male,160487.59,640,1843.48,Unemployed
C00023569,Andrea Brown,30,Female,144809.44,780,25011.7,Employed
C00023570,Marcus Chen,69,Male,126681.66,374,18380.79,Unemployed
C00023571,Kelsey Shaw,20,Male,43833.66,462,6310.49,Unemployed
C00023572,Nicole Brooks,30,Female,169930.85,432,8502.55,Unemployed
C00023573,Gerald Sutton,45,Female,129310.17,516,15992.05,Retired
C00023574,Douglas Murphy,28,Male,146210.89,758,40956.99,Employed
C00023575,Mary Smith,28,Female,160174.64,385,7604.35,Unemployed
C00023576,Kendra Clark,38,Female,76105.97,689,24785.7,Retired
C00023577,Megan Hughes,69,Male,98716.59,787,26747.86,Employed
C00023578,Sergio Padilla,38,Male,117432.32,300,4874.27,Self-Employed
C00023579,Jeffrey Phillips,24,Male,81708.04,729,27546.36,Retired
C00023580,Tara Butler,34,Male,66536.63,568,25610.97,Retired
C00023581,Tina Richmond,65,Male,159829.89,738,34563.59,Retired
C00023582,Alisha Rangel,31,Male,155671.77,446,39904.98,Retired
C00023583,Randy Harvey,50,Female,169723.87,385,41889.2,Unemployed
C00023584,John Fitzgerald,28,Female,145405.1,584,25920.33,Unemployed
C00023585,Robert Schroeder III,30,Male,76110.91,393,27964.45,Self-Employed
C00023586,Douglas Smith,18,Male,78860.41,306,31720.38,Employed
C00023587,Edwin Wilson,51,Male,115002.95,648,48637.83,Retired
C00023588,Dominic Garrett,26,Male,170407.18,689,3675.19,Unemployed
C00023589,Mr. Carlos Blair MD,30,Male,82332.77,565,27784.81,Self-Employed
C00023590,Adam Morrison,54,Female,157869.02,369,1419.63,Unemployed
C00023591,Terri Hansen,47,Male,75024.67,369,36531.66,Unemployed
C00023592,Sarah Austin,58,Female,80934.57,446,39663.69,Self-Employed
C00023593,Joseph Friedman,62,Male,155425.86,838,963.44,Unemployed
C00023594,Pamela Smith,54,Female,142143.56,493,41962.24,Employed
C00023595,Wayne Harding,64,Female,57481.11,670,20097.86,Employed
C00023596,Robert Fuentes,24,Male,168863.82,476,14793.79,Retired
C00023597,Christopher Reyes,31,Male,161229.87,729,6318.23,Retired
C00023598,Sabrina Miller,65,Male,163535.26,769,5407.75,Unemployed
C00023599,Michael Garcia,23,Female,104663.21,607,17391.8,Retired
C00023600,Connor Hendrix,51,Male,79155.13,357,19796.81,Retired
C00023601,Jeremy Gross,33,Male,172960.72,426,49266.17,Employed
C00023602,Stephanie Reyes,68,Female,125878.33,308,46296.39,Unemployed
C00023603,Anthony Simmons,54,Female,187576.29,325,47241.44,Self-Employed
C00023604,Jason Allen,53,Male,65688.87,455,16130.48,Employed
C00023605,Michelle Miller,63,Male,195612.79,371,10911.51,Unemployed
C00023606,Brian Ferguson DDS,23,Male,88259.25,374,5399.35,Retired
C00023607,Victoria Eaton,25,Male,89204.93,673,20803.9,Retired
C00023608,Nathan Jones,41,Male,62987.0,797,17643.95,Unemployed
C00023609,Paul Serrano,20,Male,193704.56,420,15513.0,Unemployed
C00023610,Jennifer Wallace,21,Male,27148.56,598,3383.44,Retired
C00023611,Dennis Wilkerson,49,Female,105204.37,789,18577.85,Self-Employed
C00023612,Joshua Flynn,18,Female,85786.69,785,42082.43,Retired
C00023613,Zachary Rasmussen,51,Female,48667.39,716,31690.57,Unemployed
C00023614,Catherine Mayo,62,Female,148383.82,544,43143.38,Retired
C00023615,Justin Jones,26,Male,181697.8,782,2869.64,Unemployed
C00023616,Michael Wright,29,Male,63842.47,701,12541.05,Retired
C00023617,Patrick Mcknight,27,Female,109577.93,543,13101.08,Employed
C00023618,Casey Valencia,27,Female,124078.51,694,27384.61,Retired
C00023619,Beth Clarke,67,Male,90288.01,401,47597.26,Unemployed
C00023620,Gary Giles,61,Male,185876.86,554,48830.2,Unemployed
C00023621,Richard Anderson,65,Female,103072.92,318,44353.78,Retired
C00023622,Lauren Lewis,40,Female,196900.44,325,21446.16,Retired
C00023623,Ronald Bean,23,Female,73136.93,831,42693.85,Self-Employed
C00023624,Vanessa York,41,Female,33184.51,430,44410.88,Retired
C00023625,Cassandra Garza,41,Male,123494.11,756,29340.33,Self-Employed
C00023626,Taylor Harris,38,Male,168201.21,766,17488.97,Employed
C00023627,Jacqueline Richardson,59,Male,89910.46,806,23264.31,Unemployed
C00023628,Jeremy Schwartz,48,Female,53317.8,355,27479.44,Self-Employed
C00023629,Stephanie Foster,64,Male,152883.2,815,30299.18,Self-Employed
C00023630,Oscar Nelson,58,Female,68759.32,686,12194.75,Retired
C00023631,Brittany Walton,47,Male,158552.78,517,8828.59,Unemployed
C00023632,James Smith,51,Female,67217.87,429,27410.65,Retired
C00023633,Joseph Terry,35,Female,120311.88,731,17613.49,Self-Employed
C00023634,Jessica Roberts,29,Male,179781.89,769,37806.19,Self-Employed
C00023635,Tonya Floyd,52,Male,56831.07,817,22017.05,Employed
C00023636,Allison Hess,24,Male,167725.0,788,11857.19,Employed
C00023637,Brian Nelson,58,Female,67777.34,465,18919.13,Employed
C00023638,Michelle Ramsey,57,Female,138919.68,432,37589.57,Self-Employed
C00023639,Joseph Simpson,42,Female,63868.3,542,1193.46,Unemployed
C00023640,Karen Tate,23,Male,40622.48,735,36840.5,Unemployed
C00023641,Scott Smith,18,Female,139524.19,407,10811.44,Self-Employed
C00023642,David Johnson,63,Male,127079.88,402,28640.78,Employed
C00023643,Sandra Evans,33,Female,92267.04,383,18391.79,Unemployed
C00023644,Katrina Harris,65,Male,26602.83,313,32115.2,Self-Employed
C00023645,Candace Brown,21,Female,105550.27,786,4610.27,Unemployed
C00023646,Jennifer Grimes,46,Male,46767.17,677,1000.82,Unemployed
C00023647,Lori Hill,55,Male,84704.9,414,37140.56,Retired
C00023648,Kenneth Gonzales,64,Female,125515.64,621,22591.78,Employed
C00023649,William Trujillo,45,Female,189083.43,669,21792.06,Retired
C00023650,Jeremy Sanchez,39,Female,112036.15,413,10894.62,Retired
C00023651,Edward Davis,25,Female,55060.94,807,40418.25,Employed
C00023652,Jamie Allen,49,Male,190320.73,407,13281.74,Retired
C00023653,Sierra Houston,50,Female,24663.79,717,39777.79,Retired
C00023654,Robert Smith,30,Male,135707.62,611,12578.23,Employed
C00023655,Rachael Weaver,44,Female,67230.58,325,19626.49,Retired
C00023656,Sandra Brown,35,Female,156351.83,603,3446.93,Employed
C00023657,Norman Thompson,35,Male,79620.17,617,23774.43,Retired
C00023658,David Garcia,30,Female,97174.36,445,36206.3,Retired
C00023659,Melissa Warren,39,Female,158675.01,563,28982.31,Self-Employed
C00023660,Patricia Davenport,31,Female,181607.34,606,37130.16,Retired
C00023661,Nicholas Green,28,Female,52859.62,548,28007.4,Retired
C00023662,Tara Smith,56,Female,73332.63,406,44711.31,Self-Employed
C00023663,Nathan Fletcher,67,Female,20778.46,674,49272.82,Retired
C00023664,Megan Caldwell,39,Male,174182.89,820,37398.3,Self-Employed
C00023665,Joanna Conley,53,Male,190483.09,373,22481.44,Self-Employed
C00023666,Jeffrey Hart,34,Female,70300.22,719,23761.88,Unemployed
C00023667,Kimberly Stevens,68,Male,89219.91,359,32325.18,Retired
C00023668,Alison Myers,49,Female,97212.17,414,10466.04,Unemployed
C00023669,Kimberly Murphy,31,Female,93755.34,670,15785.64,Unemployed
C00023670,Jonathan Banks,59,Female,90717.56,644,21352.54,Employed
C00023671,Ariel Adams,46,Male,105657.43,808,8784.55,Self-Employed
C00023672,Christine Garcia,23,Male,47681.05,846,2068.83,Unemployed
C00023673,Charles Combs,67,Female,30382.4,732,27547.4,Retired
C00023674,Kevin Thomas,21,Female,150234.77,835,22904.59,Unemployed
C00023675,Ryan Black,28,Female,172381.88,443,41490.58,Employed
C00023676,Casey Collier,62,Male,165834.7,468,29712.17,Employed
C00023677,Jeffrey Carlson,57,Male,132792.77,467,40410.76,Retired
C00023678,Ronald Campbell,27,Female,194386.02,655,17897.25,Self-Employed
C00023679,Johnny Porter,45,Female,20277.76,312,32220.09,Self-Employed
C00023680,Anthony Escobar II,28,Female,77517.62,653,28720.06,Unemployed
C00023681,Marissa Ramirez,52,Female,75802.9,479,42497.53,Retired
C00023682,Daniel Collins,32,Male,82941.13,421,32462.75,Unemployed
C00023683,Andre Cooper,25,Male,163998.13,422,1584.39,Unemployed
C00023684,Bethany Jenkins,37,Male,83269.38,552,27677.63,Retired
C00023685,Jacqueline Olson,67,Male,114875.04,690,32236.61,Retired
C00023686,Jake Casey,38,Female,130509.17,774,35897.75,Unemployed
C00023687,Melissa Morgan,18,Male,172168.98,555,33950.38,Retired
C00023688,Michael Martinez,46,Female,130855.08,331,46822.7,Retired
C00023689,Sylvia Jones,41,Male,88635.17,813,22372.87,Unemployed
C00023690,Dr. Crystal Hamilton,47,Male,145053.59,323,1402.3,Self-Employed
C00023691,Michael Mays,57,Male,112796.4,312,3018.96,Employed
C00023692,Kristin Mitchell,52,Female,115112.4,385,12080.94,Employed
C00023693,Sarah Simmons,50,Male,80327.46,694,1523.25,Self-Employed
C00023694,David George,37,Male,20289.35,532,12228.12,Unemployed
C00023695,Stephanie Edwards,33,Male,84052.45,574,4374.31,Self-Employed
C00023696,Shannon Francis,26,Male,74489.23,649,10970.27,Unemployed
C00023697,Barry Mack,48,Male,38061.03,559,5291.2,Self-Employed
C00023698,Gerald Bennett,34,Male,55754.52,327,3144.24,Retired
C00023699,Robert Robertson,48,Female,196560.21,623,3031.62,Self-Employed
C00023700,Andrea Robbins,65,Female,70367.05,837,23275.3,Retired
C00023701,Eileen Jackson,40,Female,113268.45,420,12957.6,Employed
C00023702,Travis Wu,23,Female,118879.87,690,48990.28,Employed
C00023703,Stephanie Robinson,47,Male,120805.41,475,4311.44,Self-Employed
C00023704,Katrina Bennett,24,Female,28519.06,613,4221.64,Employed
C00023705,Dominique Graham,65,Female,158863.19,668,35290.43,Self-Employed
C00023706,Amanda Barajas,57,Female,151462.1,774,18297.03,Self-Employed
C00023707,Mrs. Samantha Wang,59,Male,195894.58,465,3499.54,Self-Employed
C00023708,Jose Lewis,63,Male,53244.43,411,32353.67,Unemployed
C00023709,Dennis Bright,28,Male,119682.43,568,30214.18,Self-Employed
C00023710,Larry Cummings,51,Female,164689.44,848,27987.93,Retired
C00023711,Marcus Summers,29,Female,42382.28,491,26145.64,Unemployed
C00023712,Kayla Davis,69,Male,162122.74,382,25016.23,Unemployed
C00023713,Mark Hall,69,Male,68593.39,351,33221.24,Unemployed
C00023714,Lance Schmidt,62,Female,70552.29,305,16571.94,Self-Employed
C00023715,Corey Hunt,64,Female,190207.2,544,23513.75,Unemployed
C00023716,Martin Reed,44,Male,76497.16,675,18751.72,Retired
C00023717,Aaron Kirby,29,Male,125162.73,601,18313.23,Self-Employed
C00023718,Caitlin Miller,30,Female,99216.73,499,19035.22,Self-Employed
C00023719,Monica Richards,25,Male,34068.68,566,579.49,Retired
C00023720,Carlos Little,33,Male,191086.86,821,2700.73,Employed
C00023721,Carla Nelson,46,Male,58470.54,584,22098.81,Self-Employed
C00023722,James Evans,52,Male,68185.01,424,1850.51,Self-Employed
C00023723,Raymond Ward,46,Male,87904.38,408,46824.68,Unemployed
C00023724,Erica Chaney,48,Female,109736.48,817,45299.7,Retired
C00023725,Jennifer Hall,30,Female,45971.43,646,23437.24,Retired
C00023726,Amy Moody,29,Male,133388.59,845,13054.61,Self-Employed
C00023727,Kelsey Rodriguez,68,Female,112646.45,729,40373.83,Self-Employed
C00023728,Edward Ferguson,19,Female,74541.86,466,34914.5,Unemployed
C00023729,Julia Morgan,50,Male,144677.32,317,43056.85,Retired
C00023730,Austin Payne,25,Male,112534.43,697,44035.02,Unemployed
C00023731,Ryan Johnson,58,Female,171323.41,459,28626.26,Unemployed
C00023732,Christopher Jones,57,Female,173972.86,409,45882.49,Employed
C00023733,Scott Sanchez,66,Female,196419.21,451,31777.16,Self-Employed
C00023734,David Turner,58,Male,32120.44,712,11163.78,Unemployed
C00023735,Beth Mitchell,49,Male,92932.16,821,13093.92,Employed
C00023736,Pamela Buckley,55,Female,110273.42,387,18425.52,Employed
C00023737,Audrey Cox,45,Male,62085.78,377,44563.89,Employed
C00023738,Kimberly Allen,32,Female,185966.33,813,49464.15,Unemployed
C00023739,Marc Harvey,40,Male,35863.11,641,26279.79,Unemployed
C00023740,Sabrina Lopez,41,Male,97131.1,323,3041.98,Retired
C00023741,Thomas Nelson,30,Male,53334.33,445,779.43,Retired
C00023742,Barbara Lozano,38,Female,142784.99,480,44026.17,Unemployed
C00023743,Timothy Davis,29,Male,146898.62,362,12220.74,Self-Employed
C00023744,Antonio Gilmore,30,Male,177052.52,415,46248.96,Employed
C00023745,Carrie Gilbert,56,Male,93614.7,784,2100.41,Self-Employed
C00023746,Marissa Johnson,40,Male,159519.87,766,2877.07,Retired
C00023747,Carol Webb,67,Male,118924.5,719,32419.4,Employed
C00023748,Nathan Mitchell,63,Female,166208.76,568,35944.83,Retired
C00023749,Bryan Stevenson,60,Male,35368.22,570,12365.25,Employed
C00023750,Michael Lee,45,Male,103420.58,607,36745.02,Employed
C00023751,Chelsea Downs,31,Female,47100.91,416,9960.96,Self-Employed
C00023752,Luis Russell,34,Male,162263.99,716,10720.87,Employed
C00023753,Ms. Sherry Waters,41,Male,47480.85,750,16694.63,Employed
C00023754,Sarah Ramirez,51,Male,21450.87,422,93.65,Unemployed
C00023755,David Greene,68,Male,187314.27,820,18215.93,Self-Employed
C00023756,William Matthews,65,Female,107227.7,314,31288.43,Retired
C00023757,Malik Ray,39,Male,197334.36,388,49713.11,Unemployed
C00023758,Robert Burns,27,Male,101539.5,466,22112.78,Self-Employed
C00023759,Todd Cook,25,Male,126342.67,723,6970.83,Employed
C00023760,Lori Johnson,38,Male,153951.55,842,45381.07,Unemployed
C00023761,Jessica Delacruz,54,Female,70543.7,389,33345.07,Retired
C00023762,Sonia Green,24,Male,43914.15,731,29490.8,Self-Employed
C00023763,Michael Mccullough,43,Male,139003.31,522,4337.7,Self-Employed
C00023764,Michelle Riley,30,Female,111923.63,600,5160.48,Employed
C00023765,Deanna Smith PhD,33,Male,168824.21,314,47367.82,Employed
C00023766,Michael Smith,47,Female,28112.38,626,33955.9,Unemployed
C00023767,Phillip Thomas,48,Male,118058.62,363,42055.71,Employed
C00023768,Teresa Joseph,22,Female,53436.06,629,3960.81,Retired
C00023769,Daniel Green,49,Female,131117.14,560,47487.89,Retired
C00023770,Matthew Allen,33,Female,156879.16,408,30222.22,Employed
C00023771,Jonathan Crawford,64,Female,67341.83,709,35359.09,Self-Employed
C00023772,Maria Lam,26,Male,106721.96,840,21404.91,Retired
C00023773,Robert Walls,39,Male,95636.75,473,3442.13,Employed
C00023774,Cheryl Stevens,61,Female,155876.75,523,35360.81,Employed
C00023775,Lindsey Patel,57,Female,127976.2,669,28290.15,Retired
C00023776,Leonard Jensen,62,Female,41727.33,682,10135.51,Self-Employed
C00023777,Sergio Obrien,54,Male,195814.66,713,20620.45,Retired
C00023778,Bob Kelly,31,Female,184220.75,325,39756.96,Employed
C00023779,Haley Ellis,33,Male,124169.6,709,36978.58,Unemployed
C00023780,Justin Garcia,60,Male,159945.84,472,44513.86,Unemployed
C00023781,Marvin Weaver,37,Female,23594.69,386,11133.1,Unemployed
C00023782,Rebecca Smith,61,Female,56268.53,621,29564.37,Retired
C00023783,Dominic Brown,32,Male,158215.35,597,49835.64,Retired
C00023784,Adam Taylor,61,Female,39113.84,822,22504.66,Retired
C00023785,Melanie Marshall,43,Female,27690.8,660,5583.17,Unemployed
C00023786,Melissa Wood,26,Male,130828.86,838,20764.08,Unemployed
C00023787,Gregory Mayer,18,Female,26163.52,360,44243.19,Employed
C00023788,Daniel Brock,52,Female,52960.49,422,20681.01,Retired
C00023789,Anita Kennedy DVM,61,Male,34396.75,531,19356.33,Retired
C00023790,Lisa Finley,37,Female,116168.88,441,883.42,Self-Employed
C00023791,Megan Singh,62,Female,141848.16,328,26721.14,Retired
C00023792,David Hayes,23,Male,52995.65,447,49793.24,Unemployed
C00023793,Jimmy Long,59,Female,104376.37,848,11651.59,Unemployed
C00023794,Jeffrey Ward,27,Male,23630.79,724,37895.75,Self-Employed
C00023795,Randy Bartlett,65,Female,67638.87,427,7667.27,Unemployed
C00023796,Victoria Porter,50,Male,52328.78,613,18072.27,Employed
C00023797,Carolyn Burton,33,Male,49873.58,837,29150.78,Unemployed
C00023798,Jessica Mendez,53,Female,60503.6,655,10945.24,Unemployed
C00023799,Shannon Webb,23,Male,164961.93,539,17975.11,Unemployed
C00023800,Samantha Harris,36,Female,190955.11,417,44331.38,Unemployed
C00023801,Mary Caldwell,48,Male,147089.41,836,3980.29,Employed
C00023802,Peter Wright,19,Female,33005.99,774,44254.96,Employed
C00023803,Allison Hughes,35,Male,133069.49,375,14128.1,Self-Employed
C00023804,Sarah Cook,59,Male,152140.76,577,4811.92,Employed
C00023805,Beverly Morris,45,Female,40002.56,502,24090.96,Self-Employed
C00023806,Seth Douglas,21,Female,72978.1,565,13711.9,Unemployed
C00023807,Jonathan Pitts,18,Male,97108.64,655,48402.44,Retired
C00023808,Justin Brown,64,Male,75930.32,424,12756.69,Self-Employed
C00023809,Martin Gallegos,59,Male,113297.31,619,43492.5,Self-Employed
C00023810,Anna Evans,67,Male,43565.64,548,48515.58,Retired
C00023811,Scott Galloway,33,Male,100054.89,726,18224.58,Employed
C00023812,Jennifer Keith,62,Male,151990.44,438,18450.32,Retired
C00023813,Christina Hamilton,64,Male,102967.98,315,44183.8,Unemployed
C00023814,Vincent Bell,19,Male,57878.28,452,23737.39,Retired
C00023815,James Baker,69,Female,164380.26,610,35332.54,Retired
C00023816,Carolyn Williams,53,Female,90991.21,493,23185.38,Self-Employed
C00023817,Daniel Evans,18,Female,96516.63,473,19616.68,Retired
C00023818,Lori Ayers,56,Female,84372.23,438,46486.89,Self-Employed
C00023819,Jillian Williams,40,Male,72151.69,422,22035.75,Unemployed
C00023820,Sheila Gibson,43,Male,128350.63,471,28059.9,Retired
C00023821,Joseph Singh,28,Female,53805.31,634,38221.4,Employed
C00023822,Thomas Poole,59,Male,158461.34,753,33664.31,Self-Employed
C00023823,Kevin Nguyen,18,Male,106705.91,610,48139.75,Unemployed
C00023824,Nancy Holt,28,Female,179045.75,634,37002.77,Retired
C00023825,Jeff Shelton,41,Female,189000.35,668,38255.72,Self-Employed
C00023826,Steven Anderson,27,Female,88935.14,777,19886.34,Unemployed
C00023827,Donald Greer,31,Male,48588.18,339,20726.33,Unemployed
C00023828,Christine Lopez,31,Male,110946.81,608,4024.13,Self-Employed
C00023829,Laurie Lester,24,Female,68681.32,627,36616.31,Employed
C00023830,Cheryl Evans,40,Female,96774.13,364,1653.16,Employed
C00023831,Anthony Thomas,60,Female,87939.72,585,7226.38,Unemployed
C00023832,Erica Baker,39,Female,101084.99,511,40131.98,Retired
C00023833,Joyce Joseph,53,Male,109741.81,726,9396.33,Self-Employed
C00023834,Mrs. Kathryn Perry MD,44,Female,132937.2,578,10975.6,Unemployed
C00023835,Stephen Gibson,19,Male,20686.51,544,42485.36,Retired
